ChannelID,subs,nvideos,views,Category,Language,Type
Y7824,122354,86,32066,food,English,NGO
Y7825,26194,87,19387,travel,English,Goverment
Y7826,112902,1,124747,food,English,Individual
Y7827,40562,89,41391,food,Franch,Individual
Y7828,81188,31,111952,gaming,Japanese,NGO
Y7829,67265,8,26100,music,English,Individual
Y7830,90888,23,107506,gaming,English,Goverment
Y7831,229706,23,338683,travel,Russia,Individual
Y7832,71904,47,4397,gaming,Spanish,NGO
Y7833,166077,44,190444,music,English,NGO
Y7834,115406,11,88196,gaming,English,Goverment
Y7835,161893,79,41465,music,Japanese,Individual
Y7836,104050,83,38015,gaming,English,Individual
Y7837,102822,76,38924,gaming,English,Corperate
Y7838,139290,93,25025,gaming,English,Individual
Y7839,86043,53,29797,news,English,Individual
Y7840,54584,52,12649,travel,English,Goverment
Y7841,151134,40,152444,news,English,NGO
Y7842,118378,44,46262,travel,Chinese,Individual
Y7843,187035,21,160703,food,Spanish,Individual
Y7844,169715,23,89440,news,Russia,Individual
Y7845,100168,54,24036,food,English,Goverment
Y7846,60250,18,9520,food,Japanese,Individual
Y7847,172500,58,40900,gaming,English,Corperate
Y7848,98059,77,92186,food,English,NGO
Y7849,1,83,0,food,English,Individual
Y7850,111609,38,66669,travel,Russia,Individual
Y7851,53255,64,35789,gaming,English,Individual
Y7852,162490,5,111060,music,English,Individual
Y7853,122565,49,7841,food,English,Goverment
Y7854,103171,58,86059,music,English,Individual
Y7855,92382,77,134712,food,Russia,NGO
Y7856,112929,25,8829,food,English,Goverment
Y7857,108337,53,122695,news,English,NGO
Y7858,128398,47,1323,gaming,Franch,NGO
Y7859,148279,51,31418,travel,Spanish,Individual
Y7860,146740,96,3765,food,English,NGO
Y7861,179712,99,197317,travel,English,NGO
Y7862,51201,37,37655,news,Japanese,Individual
Y7863,42373,2,23007,news,Japanese,Individual
Y7864,59832,23,33386,news,Russia,Individual
Y7865,172320,22,49763,music,Chinese,Goverment
Y7866,85162,64,26850,gaming,Spanish,Individual
Y7867,88567,90,76511,travel,Japanese,Corperate
Y7868,104516,18,135554,food,Japanese,Individual
Y7869,68239,24,14269,music,English,Individual
Y7870,38072,92,10646,music,Chinese,Goverment
Y7871,29033,23,14599,food,English,Individual
Y7872,182124,77,223575,travel,Franch,Individual
Y7873,75855,5,75114,food,English,Goverment
Y7874,57472,11,60700,food,English,Individual
Y7875,63635,20,69599,gaming,Franch,Goverment
Y7876,96310,97,80155,music,Russia,Corperate
Y7877,200863,50,81325,news,English,Individual
Y7878,120306,84,38335,music,English,NGO
Y7879,82806,16,66482,travel,Russia,Individual
Y7880,42709,23,62244,travel,English,Individual
Y7881,136001,84,122884,travel,English,Corperate
Y7882,141774,57,114232,gaming,Japanese,Corperate
Y7883,1,39,931,travel,English,Goverment
Y7884,131623,47,121532,travel,English,Individual
Y7885,58422,94,83203,travel,English,Individual
Y7886,143323,38,34874,news,Chinese,NGO
Y7887,66529,81,38947,travel,English,Goverment
Y7888,88956,59,20974,gaming,Japanese,Individual
Y7889,101145,28,56523,travel,English,Individual
Y7890,103622,52,14595,food,English,Goverment
Y7891,83733,50,90218,travel,Chinese,Individual
Y7892,1,7,0,news,English,Individual
Y7893,97641,29,2864,music,English,NGO
Y7894,68267,69,53296,food,English,Individual
Y7895,58458,58,47873,news,English,NGO
Y7896,63252,20,55604,travel,English,Individual
Y7897,104819,32,47739,food,Japanese,NGO
Y7898,269763,18,92580,news,Chinese,NGO
Y7899,148658,7,152031,travel,Spanish,Individual
Y7900,77668,71,73020,travel,English,Individual
Y7901,222513,54,227408,music,English,Individual
Y7902,67122,37,76052,food,English,Corperate
Y7903,101553,20,38857,news,English,Individual
Y7904,134708,29,133442,gaming,English,Individual
Y7905,134066,59,99137,music,English,Corperate
Y7906,107098,59,145917,gaming,English,NGO
Y7907,64271,18,42434,gaming,English,Individual
Y7908,90393,38,73612,news,English,Individual
Y7909,164821,2,216918,news,English,NGO
Y7910,1,29,0,gaming,English,Individual
Y7911,72737,90,32022,food,English,NGO
Y7912,75231,54,78882,food,English,Individual
Y7913,131532,93,66111,news,English,Individual
Y7914,83798,27,34223,music,English,Goverment
Y7915,149963,16,91615,music,English,Goverment
Y7916,88441,96,1076,travel,Russia,Individual
Y7917,160279,20,236590,music,Russia,NGO
Y7918,94606,19,111979,music,Japanese,Corperate
Y7919,151219,80,202012,music,Chinese,Goverment
Y7920,31249,48,43861,music,English,NGO
Y7921,20188,53,4038,gaming,Russia,Corperate
Y7922,142930,56,207789,travel,Japanese,NGO
Y7923,142589,88,213827,food,English,Goverment
Y7924,16787,57,20449,news,English,Corperate
Y7925,106480,80,115935,news,Franch,Individual
Y7926,53674,42,59666,gaming,Franch,Individual
Y7927,22178,42,4035,news,Japanese,Goverment
Y7928,137487,53,135395,travel,English,NGO
Y7929,77855,19,8912,gaming,English,NGO
Y7930,138735,29,97631,food,Franch,NGO
Y7931,47830,93,37807,music,Japanese,NGO
Y7932,133462,41,83346,travel,English,Individual
Y7933,123177,64,146348,travel,Japanese,Individual
Y7934,152357,56,11262,news,Chinese,NGO
Y7935,140323,57,138927,food,Chinese,NGO
Y7936,134551,23,185198,food,Russia,Individual
Y7937,105416,9,12807,news,Franch,Individual
Y7938,69512,87,83857,music,English,Goverment
Y7939,167150,40,46882,food,Russia,NGO
Y7940,137809,35,65990,travel,Chinese,Goverment
Y7941,112742,99,82114,music,English,Goverment
Y7942,163017,27,243775,food,English,Goverment
Y7943,102104,48,55491,news,Spanish,NGO
Y7944,150473,74,184873,news,Chinese,Goverment
Y7945,197166,17,252205,music,English,Goverment
Y7946,110622,82,48709,food,Russia,Corperate
Y7947,71573,25,86518,travel,Russia,Individual
Y7948,108057,84,25152,travel,English,Goverment
Y7949,117969,17,53246,gaming,English,NGO
Y7950,77575,89,8881,news,Chinese,Goverment
Y7951,161849,15,204407,music,Russia,Goverment
Y7952,157421,41,110934,gaming,English,NGO
Y7953,80708,25,107539,gaming,Japanese,Individual
Y7954,147541,90,86418,food,English,Individual
Y7955,112715,67,73293,food,Spanish,Individual
Y7956,44440,44,52285,food,Spanish,Corperate
Y7957,139559,3,66052,travel,Chinese,NGO
Y7958,147730,99,88454,food,English,Individual
Y7959,131781,67,64350,music,Chinese,NGO
Y7960,136769,91,74051,travel,Chinese,Goverment
Y7961,39677,20,7218,travel,English,NGO
Y7962,143956,99,29699,news,Japanese,Individual
Y7963,62094,28,22847,news,Chinese,Individual
Y7964,125196,50,26826,travel,English,Individual
Y7965,129879,73,59198,travel,Chinese,NGO
Y7966,128704,64,21189,travel,English,Individual
Y7967,122851,7,14243,gaming,English,NGO
Y7968,190709,20,181531,travel,Spanish,NGO
Y7969,90937,40,77324,news,Russia,NGO
Y7970,73479,4,83297,travel,Chinese,Individual
Y7971,89353,62,127749,music,Chinese,Individual
Y7972,170077,50,216318,travel,Japanese,Individual
Y7973,176179,68,170612,gaming,English,NGO
Y7974,107641,74,36468,travel,English,NGO
Y7975,74944,13,112542,travel,Chinese,Goverment
Y7976,149515,71,129449,gaming,English,Individual
Y7977,134845,48,98337,music,English,Individual
Y7978,160214,12,133201,food,English,Individual
Y7979,149899,55,210363,food,Chinese,Goverment
Y7980,102460,70,48811,food,Franch,NGO
Y7981,87713,23,80476,travel,English,NGO
Y7982,64843,36,76415,gaming,English,NGO
Y7983,89937,71,131463,music,English,Individual
Y7984,83911,8,25304,news,Russia,Goverment
Y7985,123312,60,33058,travel,Japanese,Individual
Y7986,80942,91,1138,music,Franch,NGO
Y7987,124970,79,186239,gaming,English,Individual
Y7988,123998,68,179000,travel,Japanese,Goverment
Y7989,123497,87,57794,news,English,Individual
Y7990,152564,73,201829,music,Spanish,Individual
Y7991,16517,89,20109,music,English,Individual
Y7992,57592,54,38816,music,Franch,NGO
Y7993,9015,99,655,news,English,NGO
Y7994,169799,26,214832,music,English,Goverment
Y7995,145580,93,116802,travel,Japanese,Individual
Y7996,68718,47,48050,gaming,English,Individual
Y7997,126424,64,63679,food,English,Individual
Y7998,95477,62,42461,food,Japanese,Goverment
Y7999,50317,62,33606,travel,English,NGO
Y8000,127996,6,189916,news,Chinese,Individual
Y8001,108345,92,149172,travel,English,Individual
Y8002,124059,85,23524,food,Russia,Individual
Y8003,128694,34,190023,gaming,Spanish,Corperate
Y8004,159239,85,29067,music,Spanish,Individual
Y8005,119032,14,147785,news,Franch,Individual
Y8006,128359,25,167818,travel,Russia,Individual
Y8007,8233,20,4545,food,Spanish,Individual
Y8008,95165,51,12230,food,English,Goverment
Y8009,144871,56,63830,news,Japanese,Goverment
Y8010,31342,78,25900,travel,Chinese,Goverment
Y8011,87920,97,80723,travel,Russia,Goverment
Y8012,144705,48,163244,travel,Chinese,Individual
Y8013,148861,59,54414,travel,English,Individual
Y8014,89088,97,92581,gaming,English,Individual
Y8015,134839,89,14092,news,Japanese,NGO
Y8016,145935,19,94309,food,Spanish,Individual
Y8017,67217,24,13056,travel,English,NGO
Y8018,118460,54,143559,travel,Chinese,Goverment
Y8019,75099,64,89184,music,Japanese,NGO
Y8020,130433,69,92142,gaming,English,NGO
Y8021,88684,65,58445,travel,English,NGO
Y8022,139899,52,37702,food,Russia,Corperate
Y8023,184077,79,267431,gaming,English,Individual
Y8024,157783,32,161792,food,English,Goverment
Y8025,51336,65,30009,music,Chinese,NGO
Y8026,105362,6,95707,gaming,English,Individual
Y8027,82101,69,78209,news,English,NGO
Y8028,78019,58,70118,gaming,English,Corperate
Y8029,74514,59,4032,travel,Chinese,Corperate
Y8030,80126,11,62102,news,Spanish,Individual
Y8031,70720,25,9232,travel,English,Goverment
Y8032,134780,88,123993,news,Chinese,NGO
Y8033,174910,12,194427,news,Franch,NGO
Y8034,75635,15,77232,food,English,Goverment
Y8035,86904,84,66786,news,English,Individual
Y8036,105027,40,141236,gaming,English,Individual
Y8037,128108,86,94081,food,Russia,Individual
Y8038,98965,53,103998,news,Japanese,NGO
Y8039,99783,10,62683,travel,Chinese,Goverment
Y8040,212813,33,147466,food,Chinese,Corperate
Y8041,75394,34,113453,food,English,NGO
Y8042,36524,63,10992,music,English,Individual
Y8043,90685,19,103470,travel,Japanese,Goverment
Y8044,85167,86,118792,travel,English,Goverment
Y8045,29995,11,12922,gaming,Russia,Individual
Y8046,47269,60,13467,gaming,Chinese,NGO
Y8047,148540,62,171933,food,English,Individual
Y8048,12392,12,11059,food,English,Individual
Y8049,174567,36,63968,food,English,Goverment
Y8050,121317,60,180708,travel,English,NGO
Y8051,164785,22,176245,food,English,Goverment
Y8052,46013,92,41635,gaming,English,NGO
Y8053,103120,13,79159,gaming,Franch,NGO
Y8054,50187,29,38467,food,English,Individual
Y8055,50602,70,25399,travel,Chinese,Individual
Y8056,27414,43,5370,news,English,NGO
Y8057,95669,68,18511,travel,Russia,Individual
Y8058,60195,46,57014,gaming,Spanish,Goverment
Y8059,74129,90,109150,music,English,Individual
Y8060,36609,75,53503,gaming,English,Corperate
Y8061,78882,21,14152,gaming,English,Goverment
Y8062,78633,78,53929,music,Japanese,Individual
Y8063,15999,40,3934,news,Spanish,Individual
Y8064,108864,65,120290,food,Russia,NGO
Y8065,177573,68,194237,gaming,English,Individual
Y8066,126815,4,172531,food,Japanese,Corperate
Y8067,180573,89,167655,travel,Russia,NGO
Y8068,105154,17,88868,news,English,NGO
Y8069,127792,60,92121,travel,Japanese,Individual
Y8070,88487,70,114478,travel,Russia,Individual
Y8071,95695,82,80420,music,English,NGO
Y8072,113761,51,58077,gaming,English,NGO
Y8073,70537,45,7286,food,English,Individual
Y8074,95390,16,53502,music,English,Individual
Y8075,166514,45,127829,gaming,English,Individual
Y8076,67383,75,402,gaming,English,Individual
Y8077,70693,82,94243,music,English,Corperate
Y8078,80015,43,103089,food,Russia,Individual
Y8079,44886,87,5394,news,English,Individual
Y8080,74346,27,108794,music,English,Individual
Y8081,1,65,592,news,Japanese,NGO
Y8082,112139,67,78021,news,Spanish,Individual
Y8083,129375,65,192393,music,English,Goverment
Y8084,168658,55,234281,travel,Spanish,Goverment
Y8085,80267,73,4763,gaming,Japanese,Goverment
Y8086,49918,46,27705,gaming,English,Corperate
Y8087,99819,38,38546,gaming,English,Goverment
Y8088,28182,54,8793,gaming,Spanish,Goverment
Y8089,173636,11,100086,travel,Spanish,Goverment
Y8090,106780,46,43898,news,English,Individual
Y8091,64403,80,37245,music,Chinese,NGO
Y8092,129776,54,187905,travel,Japanese,NGO
Y8093,137493,88,117388,news,Japanese,Individual
Y8094,138764,17,93073,travel,Chinese,Individual
Y8095,177053,45,1122,travel,Franch,Individual
Y8096,33784,93,26590,gaming,Franch,Individual
Y8097,94989,58,2647,travel,Japanese,NGO
Y8098,99962,33,80835,news,English,NGO
Y8099,37474,8,25260,news,Japanese,Individual
Y8100,16146,52,2745,gaming,Chinese,Individual
Y8101,93916,85,86256,gaming,Chinese,Corperate
Y8102,55198,14,31440,gaming,English,NGO
Y8103,62206,89,87336,music,English,Individual
Y8104,92571,28,18565,food,English,NGO
Y8105,88091,1,107162,travel,English,Individual
Y8106,172195,45,249142,music,English,NGO
Y8107,116431,84,106215,food,English,Individual
Y8108,36206,23,17232,music,Chinese,Individual
Y8109,38582,79,45102,music,Spanish,Corperate
Y8110,144100,42,58943,travel,English,Individual
Y8111,66139,46,68568,gaming,Russia,Individual
Y8112,171186,24,203017,food,Franch,Individual
Y8113,129983,38,96425,travel,English,Individual
Y8114,25790,50,16990,food,English,Individual
Y8115,106775,67,123578,food,Franch,Individual
Y8116,129568,15,57660,food,Spanish,NGO
Y8117,24924,99,5535,food,English,NGO
Y8118,165478,98,101311,food,Spanish,Individual
Y8119,78135,88,22255,food,Japanese,NGO
Y8120,104569,52,71966,gaming,Franch,NGO
Y8121,131775,84,139296,news,Russia,Individual
Y8122,213660,6,125622,food,English,Corperate
Y8123,60690,28,52348,music,English,Individual
Y8124,101977,46,112389,gaming,English,Goverment
Y8125,132638,64,43966,music,Japanese,Individual
Y8126,131607,81,72351,travel,English,NGO
Y8127,51950,5,8981,food,Japanese,Goverment
Y8128,124222,38,49791,travel,Franch,NGO
Y8129,82592,41,53712,travel,English,Corperate
Y8130,107855,2,130969,food,English,NGO
Y8131,126363,80,124867,gaming,Franch,NGO
Y8132,47034,93,65660,food,English,Individual
Y8133,158372,98,49277,music,Franch,Individual
Y8134,119242,63,136503,music,English,NGO
Y8135,79418,98,44388,travel,English,Individual
Y8136,156866,51,126611,food,Franch,NGO
Y8137,139414,85,58413,travel,Franch,Individual
Y8138,119053,54,108371,news,English,Goverment
Y8139,26629,47,10905,food,Japanese,Individual
Y8140,98835,84,42543,food,Chinese,Individual
Y8141,150213,50,1880,music,English,Individual
Y8142,77424,16,45690,gaming,Chinese,NGO
Y8143,66484,8,6704,food,English,Goverment
Y8144,174028,57,239843,food,Franch,Individual
Y8145,41599,73,26135,travel,Japanese,NGO
Y8146,99904,52,92375,music,Franch,Goverment
Y8147,89268,25,74985,travel,Russia,Corperate
Y8148,151781,74,80397,gaming,English,Individual
Y8149,85819,9,85410,news,English,Individual
Y8150,135332,25,78370,music,English,Individual
Y8151,140065,47,182146,news,English,Individual
Y8152,157751,38,38034,travel,English,Corperate
Y8153,67778,24,64502,food,Chinese,Corperate
Y8154,157315,49,44407,music,English,NGO
Y8155,45563,64,4305,music,English,Individual
Y8156,97904,50,54946,travel,English,Individual
Y8157,117604,15,159192,travel,English,Individual
Y8158,1,34,63,music,English,Goverment
Y8159,58963,82,13725,gaming,Spanish,Individual
Y8160,117557,61,171392,gaming,English,Individual
Y8161,179898,10,179780,food,English,NGO
Y8162,100959,28,108455,food,English,Individual
Y8163,145516,6,130470,travel,Russia,Individual
Y8164,119734,43,33776,gaming,Russia,NGO
Y8165,69827,48,104698,travel,English,Individual
Y8166,71135,42,105345,music,English,Individual
Y8167,81781,7,70623,food,Japanese,NGO
Y8168,89985,40,51001,food,Russia,Individual
Y8169,9368,7,962,music,English,NGO
Y8170,27599,75,20550,news,English,NGO
Y8171,132240,18,31267,music,English,NGO
Y8172,89227,40,102104,news,Japanese,NGO
Y8173,171435,19,102171,music,English,Individual
Y8174,99838,55,148186,news,English,Individual
Y8175,38207,14,27330,news,English,Corperate
Y8176,123303,60,23534,news,Spanish,Individual
Y8177,74449,44,62907,music,Russia,Individual
Y8178,74884,72,19754,music,Franch,Goverment
Y8179,72130,74,36196,food,Franch,NGO
Y8180,45300,29,3122,gaming,English,Individual
Y8181,144151,78,103288,news,Japanese,Individual
Y8182,92817,80,23548,music,English,Goverment
Y8183,39612,31,5110,food,English,Goverment
Y8184,77635,52,80563,music,English,Goverment
Y8185,86694,98,84923,gaming,English,NGO
Y8186,111218,94,164126,news,Russia,Goverment
Y8187,155130,10,37026,gaming,English,Individual
Y8188,220375,86,238978,music,English,Individual
Y8189,206817,31,126209,travel,English,NGO
Y8190,95310,44,17599,music,Russia,Goverment
Y8191,82598,26,65750,food,English,Individual
Y8192,23818,42,33344,news,Chinese,Individual
Y8193,80847,37,15406,gaming,Russia,Corperate
Y8194,95080,94,138987,food,Franch,Individual
Y8195,118055,66,72918,music,Spanish,Goverment
Y8196,58557,34,45044,food,English,Goverment
Y8197,112790,79,162419,gaming,Japanese,NGO
Y8198,55907,12,0,food,Chinese,Individual
Y8199,11498,76,4098,food,English,Corperate
Y8200,104311,11,65789,food,Japanese,NGO
Y8201,171133,55,108537,travel,Japanese,Individual
Y8202,77441,13,91935,music,Chinese,NGO
Y8203,127585,10,112675,gaming,English,NGO
Y8204,1,60,756,food,English,Individual
Y8205,98058,67,47329,travel,Japanese,Individual
Y8206,96671,64,84640,news,English,NGO
Y8207,1,87,0,music,Japanese,Corperate
Y8208,81055,3,113930,food,Chinese,Individual
Y8209,47377,38,50358,gaming,English,Corperate
Y8210,166252,37,173940,gaming,Spanish,Corperate
Y8211,91428,76,65865,travel,Franch,NGO
Y8212,83374,9,83504,news,Japanese,Goverment
Y8213,110588,37,83458,music,Chinese,Goverment
Y8214,153849,56,45556,gaming,English,Corperate
Y8215,19944,19,13733,gaming,English,Corperate
Y8216,127010,60,163711,music,Chinese,NGO
Y8217,170166,19,140099,gaming,English,NGO
Y8218,103978,94,51989,music,Spanish,Goverment
Y8219,79637,63,38260,food,English,NGO
Y8220,108451,81,55134,gaming,English,NGO
Y8221,210210,13,58160,food,Franch,NGO
Y8222,2615,40,1839,music,English,Individual
Y8223,41239,85,15500,food,English,Goverment
Y8224,92502,63,83938,music,Franch,Individual
Y8225,59259,92,87013,music,English,Individual
Y8226,18522,5,3274,travel,English,Individual
Y8227,39890,56,12460,food,English,Goverment
Y8228,54898,85,63602,news,English,NGO
Y8229,145297,38,48955,food,English,NGO
Y8230,142173,26,122162,food,English,Goverment
Y8231,25547,33,13961,news,Russia,Individual
Y8232,45659,41,697,news,Spanish,Goverment
Y8233,82078,19,74464,gaming,English,Individual
Y8234,86199,71,107929,gaming,Chinese,Goverment
Y8235,90951,28,76881,music,Japanese,Individual
Y8236,162513,90,79302,gaming,Spanish,Individual
Y8237,20838,29,25372,news,Chinese,Goverment
Y8238,161069,26,30144,news,English,Individual
Y8239,92526,28,110545,music,English,Individual
Y8240,64439,8,64575,news,Franch,NGO
Y8241,124117,54,184823,food,English,Goverment
Y8242,186966,50,81218,news,Franch,Individual
Y8243,87809,29,15992,travel,English,Individual
Y8244,68137,90,90742,food,Chinese,Goverment
Y8245,1,18,0,travel,Russia,Individual
Y8246,73929,11,95016,travel,Spanish,Individual
Y8247,57324,30,41779,gaming,English,NGO
Y8248,4594,2,6768,travel,Russia,NGO
Y8249,190278,58,134659,gaming,Franch,Corperate
Y8250,127457,12,4332,gaming,Spanish,Individual
Y8251,106095,53,51755,gaming,Franch,Corperate
Y8252,180263,21,266361,music,Franch,Individual
Y8253,56384,83,16073,travel,English,Individual
Y8254,142218,97,156988,music,Japanese,Corperate
Y8255,75874,64,92524,music,Franch,Goverment
Y8256,120210,67,121737,music,Chinese,Goverment
Y8257,128806,21,102314,travel,Japanese,Goverment
Y8258,132755,62,29695,travel,Russia,NGO
Y8259,145855,45,119452,music,English,Individual
Y8260,157244,77,37606,food,English,NGO
Y8261,185069,56,116460,gaming,English,NGO
Y8262,58952,64,24706,food,English,NGO
Y8263,103790,82,124331,news,English,Individual
Y8264,71656,20,64495,travel,Russia,NGO
Y8265,80993,97,11991,news,English,NGO
Y8266,20511,14,17581,food,Japanese,NGO
Y8267,29402,39,35694,food,Spanish,NGO
Y8268,158484,34,111696,news,English,Goverment
Y8269,180269,50,10493,travel,Russia,NGO
Y8270,56228,46,60409,travel,Japanese,Individual
Y8271,115657,59,78753,music,Spanish,Individual
Y8272,60438,92,81363,music,English,Individual
Y8273,111351,23,152038,travel,Japanese,Individual
Y8274,88674,27,41009,music,Spanish,NGO
Y8275,138208,70,33803,gaming,Spanish,Individual
Y8276,27835,49,23222,travel,English,NGO
Y8277,94654,66,85706,travel,English,Goverment
Y8278,23043,74,10851,news,Japanese,Individual
Y8279,187171,51,145759,music,Chinese,Individual
Y8280,52638,34,35142,travel,English,Individual
Y8281,204094,28,232216,music,English,Individual
Y8282,128223,65,101097,food,English,Corperate
Y8283,92775,82,11020,news,English,Goverment
Y8284,161270,47,230953,food,Japanese,Individual
Y8285,58446,40,70459,music,English,NGO
Y8286,107773,89,85694,music,Japanese,NGO
Y8287,87578,6,95260,music,Russia,Individual
Y8288,73944,82,40190,travel,English,Corperate
Y8289,133998,93,108503,food,Chinese,Corperate
Y8290,174188,54,51426,travel,Chinese,NGO
Y8291,187423,84,48373,travel,English,Individual
Y8292,107422,5,126583,music,English,Corperate
Y8293,139914,32,142150,food,English,Goverment
Y8294,132981,37,143831,travel,English,NGO
Y8295,175860,94,136613,news,Franch,NGO
Y8296,15643,23,11043,music,English,Individual
Y8297,229263,96,216870,food,English,Goverment
Y8298,125517,70,187414,news,English,NGO
Y8299,113266,79,137749,food,Spanish,Individual
Y8300,103245,86,120070,travel,English,Individual
Y8301,115837,57,4251,news,Russia,NGO
Y8302,49920,21,67728,news,English,NGO
Y8303,118510,72,144622,music,English,NGO
Y8304,103484,11,95264,travel,Japanese,NGO
Y8305,74716,45,41921,travel,Chinese,Corperate
Y8306,29294,41,5330,news,English,NGO
Y8307,121440,93,63998,news,Japanese,Goverment
Y8308,131691,6,21175,food,Russia,Goverment
Y8309,188383,17,182392,gaming,Spanish,Goverment
Y8310,156673,13,96202,food,English,NGO
Y8311,1,47,0,news,Chinese,Individual
Y8312,133203,83,152413,news,Spanish,Individual
Y8313,110123,70,49580,gaming,English,Individual
Y8314,38994,4,24343,gaming,English,Goverment
Y8315,87412,84,83299,music,Japanese,Individual
Y8316,139021,10,87299,travel,Chinese,NGO
Y8317,122939,67,171026,gaming,Chinese,NGO
Y8318,102722,28,46218,music,English,Individual
Y8319,91002,56,117782,gaming,English,NGO
Y8320,91713,8,59930,music,English,Individual
Y8321,80513,62,93714,music,English,Goverment
Y8322,104248,21,55898,music,English,Goverment
Y8323,104852,92,22929,news,Spanish,Goverment
Y8324,132787,40,128143,news,Franch,Individual
Y8325,37697,80,8065,food,Russia,Individual
Y8326,113674,66,133157,gaming,English,Individual
Y8327,55076,71,1261,food,English,Goverment
Y8328,39727,40,22375,music,English,NGO
Y8329,145301,77,60491,food,Chinese,Goverment
Y8330,144144,23,41173,travel,English,Individual
Y8331,76276,76,36629,news,English,Goverment
Y8332,124581,18,36538,food,Franch,NGO
Y8333,152549,58,101801,music,Japanese,NGO
Y8334,202189,1,50898,travel,Japanese,NGO
Y8335,98579,19,16097,gaming,English,NGO
Y8336,71032,79,21424,travel,Chinese,Goverment
Y8337,23187,47,3302,music,Japanese,NGO
Y8338,1,55,167,gaming,English,Goverment
Y8339,49616,59,65528,travel,English,NGO
Y8340,51772,48,16243,food,Russia,Individual
Y8341,116955,58,64328,travel,Russia,Goverment
Y8342,14352,22,20177,news,English,Individual
Y8343,97549,57,77010,travel,English,NGO
Y8344,159629,41,138248,news,English,Individual
Y8345,118202,8,167362,music,English,Individual
Y8346,93061,41,114190,gaming,Franch,Corperate
Y8347,121054,3,155005,food,Chinese,Individual
Y8348,111027,2,38627,food,Japanese,Goverment
Y8349,21722,47,1735,travel,English,Individual
Y8350,65032,66,23341,music,English,Goverment
Y8351,58120,18,14591,food,Franch,Individual
Y8352,72429,89,3363,travel,English,Individual
Y8353,94301,63,74550,food,Japanese,Individual
Y8354,49816,90,3848,music,Chinese,Individual
Y8355,108591,93,134865,travel,Russia,Corperate
Y8356,54263,79,18118,gaming,English,NGO
Y8357,47793,29,57726,music,Russia,NGO
Y8358,141450,81,2041,food,English,NGO
Y8359,40445,75,56455,news,English,NGO
Y8360,105466,56,137145,travel,English,NGO
Y8361,180647,73,115990,gaming,Russia,NGO
Y8362,149863,89,42897,travel,English,Individual
Y8363,177631,73,204563,gaming,Spanish,NGO
Y8364,121667,37,46965,food,Chinese,Individual
Y8365,83595,98,15941,gaming,English,Corperate
Y8366,163567,69,36031,news,English,Individual
Y8367,134236,48,120414,news,English,NGO
Y8368,100220,84,26800,travel,Franch,Individual
Y8369,110369,66,163609,music,Spanish,NGO
Y8370,112985,1,134030,news,English,NGO
Y8371,119807,67,80488,gaming,English,Corperate
Y8372,57583,69,11001,food,English,Goverment
Y8373,132263,98,13658,travel,Spanish,Goverment
Y8374,29959,58,25339,news,Franch,Goverment
Y8375,164976,87,200442,food,Franch,Goverment
Y8376,150965,45,127109,gaming,English,Individual
Y8377,60922,64,13998,music,Franch,NGO
Y8378,53912,80,72608,travel,English,Individual
Y8379,151958,29,120388,travel,Russia,Individual
Y8380,172663,74,61114,food,Japanese,Corperate
Y8381,137228,42,90017,gaming,Russia,Goverment
Y8382,102797,78,124847,food,Russia,Goverment
Y8383,50972,43,31759,news,Russia,NGO
Y8384,114613,20,55009,music,Russia,NGO
Y8385,1,24,472,food,Spanish,Individual
Y8386,1,56,345,news,English,NGO
Y8387,56195,19,30121,gaming,English,Individual
Y8388,76699,60,114374,travel,English,Goverment
Y8389,39019,4,37358,gaming,Japanese,Individual
Y8390,84836,62,24958,gaming,Chinese,Goverment
Y8391,113000,12,73432,gaming,English,Individual
Y8392,86315,97,45088,travel,Spanish,Individual
Y8393,110019,78,97246,news,English,Goverment
Y8394,104410,4,42275,travel,English,Individual
Y8395,110297,12,73504,gaming,English,Individual
Y8396,183819,90,197170,food,Franch,Individual
Y8397,74628,2,53549,music,English,Goverment
Y8398,64980,89,90536,news,English,NGO
Y8399,157556,66,97700,travel,Russia,Individual
Y8400,28485,51,36643,music,English,Individual
Y8401,47753,67,41686,food,Russia,Individual
Y8402,68094,17,50238,travel,Russia,Individual
Y8403,19276,85,20846,music,English,Goverment
Y8404,50128,4,65560,news,Russia,Corperate
Y8405,93998,62,127519,news,English,Goverment
Y8406,133563,85,8541,news,Japanese,Goverment
Y8407,15177,67,8189,music,English,Goverment
Y8408,121840,27,31483,music,English,Goverment
Y8409,167705,56,84834,news,English,Individual
Y8410,123936,18,103464,gaming,English,NGO
Y8411,68696,41,88931,travel,Spanish,NGO
Y8412,140538,34,24243,news,English,Individual
Y8413,123832,86,63350,food,English,NGO
Y8414,78733,64,1015,music,English,Individual
Y8415,105653,8,88253,food,Japanese,NGO
Y8416,93259,17,113146,travel,Spanish,Goverment
Y8417,78615,46,55910,music,English,Individual
Y8418,81169,3,61193,news,Spanish,Goverment
Y8419,88855,4,36800,news,English,Corperate
Y8420,126916,24,145025,news,Franch,Individual
Y8421,97056,76,121172,food,English,Corperate
Y8422,96007,30,124546,news,Franch,Corperate
Y8423,89014,56,94932,gaming,English,Individual
Y8424,162483,64,144223,music,English,Individual
Y8425,141255,94,148430,news,Japanese,NGO
Y8426,122722,56,101252,gaming,Russia,Corperate
Y8427,159421,30,84600,travel,Franch,Individual
